timestamp, name, pci.bus_id, driver_version, pstate, pcie.link.gen.max, pcie.link.gen.current, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2025/03/18 01:06:48.135, NVIDIA RTX A6000, 00000000:C1:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:48.135, NVIDIA RTX A6000, 00000000:E1:00.0, 535.183.01, P8, 4, 1, 36, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:49.136, NVIDIA RTX A6000, 00000000:01:00.0, 535.183.01, P8, 4, 1, 44, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:49.137, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P8, 4, 1, 40, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:49.138, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P8, 4, 1, 42, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:49.138, NVIDIA RTX A6000, 00000000:61:00.0, 535.183.01, P8, 4, 1, 35, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:49.139, NVIDIA RTX A6000, 00000000:81:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:49.140, NVIDIA RTX A6000, 00000000:A1:00.0, 535.183.01, P8, 4, 1, 35, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:49.140, NVIDIA RTX A6000, 00000000:C1:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:49.141, NVIDIA RTX A6000, 00000000:E1:00.0, 535.183.01, P8, 4, 1, 36, 1 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:50.141, NVIDIA RTX A6000, 00000000:01:00.0, 535.183.01, P8, 4, 1, 44, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:50.143, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P8, 4, 1, 40, 0 %, 0 %, 49140 MiB, 48663 MiB, 13 MiB
2025/03/18 01:06:50.149, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P8, 4, 1, 42, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:50.150, NVIDIA RTX A6000, 00000000:61:00.0, 535.183.01, P8, 4, 1, 35, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:50.152, NVIDIA RTX A6000, 00000000:81:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48663 MiB, 13 MiB
2025/03/18 01:06:50.154, NVIDIA RTX A6000, 00000000:A1:00.0, 535.183.01, P8, 4, 1, 35, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:50.158, NVIDIA RTX A6000, 00000000:C1:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:50.160, NVIDIA RTX A6000, 00000000:E1:00.0, 535.183.01, P8, 4, 1, 36, 0 %, 0 %, 49140 MiB, 48663 MiB, 13 MiB
2025/03/18 01:06:51.162, NVIDIA RTX A6000, 00000000:01:00.0, 535.183.01, P2, 4, 4, 45, 2 %, 0 %, 49140 MiB, 46732 MiB, 1944 MiB
2025/03/18 01:06:51.163, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P2, 4, 4, 41, 3 %, 0 %, 49140 MiB, 42636 MiB, 6040 MiB
2025/03/18 01:06:51.163, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P2, 4, 4, 43, 1 %, 0 %, 49140 MiB, 46754 MiB, 1922 MiB
